"Notes"	"County"	"County Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Colfax County, NM"	"35007"	"Other opioids"	"T40.2"	16	158638	Unreliable
	"Colfax County, NM"	"35007"	"Methadone"	"T40.3"	Suppressed	158638	Suppressed
	"Colfax County, NM"	"35007"	"Other synthetic narcotics"	"T40.4"	Suppressed	158638	Suppressed
	"Curry County, NM"	"35009"	"Heroin"	"T40.1"	Suppressed	585693	Suppressed
	"Curry County, NM"	"35009"	"Other opioids"	"T40.2"	22	585693	3.8
	"Curry County, NM"	"35009"	"Methadone"	"T40.3"	Suppressed	585693	Suppressed
	"Curry County, NM"	"35009"	"Other synthetic narcotics"	"T40.4"	Suppressed	585693	Suppressed
	"DeBaca County, NM"	"35011"	"Heroin"	"T40.1"	Suppressed	23067	Suppressed
	"DeBaca County, NM"	"35011"	"Other opioids"	"T40.2"	Suppressed	23067	Suppressed
	"DeBaca County, NM"	"35011"	"Methadone"	"T40.3"	Suppressed	23067	Suppressed
	"DeBaca County, NM"	"35011"	"Other synthetic narcotics"	"T40.4"	Suppressed	23067	Suppressed
	"Dona Ana County, NM"	"35013"	"Heroin"	"T40.1"	55	2506303	2.2
	"Dona Ana County, NM"	"35013"	"Other opioids"	"T40.2"	130	2506303	5.2
	"Dona Ana County, NM"	"35013"	"Methadone"	"T40.3"	37	2506303	1.5
	"Dona Ana County, NM"	"35013"	"Other synthetic narcotics"	"T40.4"	26	2506303	1.0
	"Eddy County, NM"	"35015"	"Heroin"	"T40.1"	20	655895	3.0
	"Eddy County, NM"	"35015"	"Other opioids"	"T40.2"	59	655895	9.0
	"Eddy County, NM"	"35015"	"Methadone"	"T40.3"	Suppressed	655895	Suppressed
	"Eddy County, NM"	"35015"	"Other synthetic narcotics"	"T40.4"	12	655895	Unreliable
	"Grant County, NM"	"35017"	"Heroin"	"T40.1"	Suppressed	350412	Suppressed
	"Grant County, NM"	"35017"	"Other opioids"	"T40.2"	38	350412	10.8
	"Grant County, NM"	"35017"	"Methadone"	"T40.3"	Suppressed	350412	Suppressed
	"Grant County, NM"	"35017"	"Other synthetic narcotics"	"T40.4"	11	350412	Unreliable
	"Guadalupe County, NM"	"35019"	"Heroin"	"T40.1"	Suppressed	54902	Suppressed
	"Guadalupe County, NM"	"35019"	"Other opioids"	"T40.2"	Suppressed	54902	Suppressed
	"Guadalupe County, NM"	"35019"	"Methadone"	"T40.3"	Suppressed	54902	Suppressed
	"Guadalupe County, NM"	"35019"	"Other synthetic narcotics"	"T40.4"	Suppressed	54902	Suppressed
	"Harding County, NM"	"35021"	"Heroin"	"T40.1"	Suppressed	8408	Suppressed
	"Harding County, NM"	"35021"	"Other opioids"	"T40.2"	Suppressed	8408	Suppressed
	"Harding County, NM"	"35021"	"Methadone"	"T40.3"	Suppressed	8408	Suppressed
	"Harding County, NM"	"35021"	"Other synthetic narcotics"	"T40.4"	Suppressed	8408	Suppressed
	"Hidalgo County, NM"	"35023"	"Heroin"	"T40.1"	Suppressed	56760	Suppressed
	"Hidalgo County, NM"	"35023"	"Other opioids"	"T40.2"	11	56760	Unreliable
	"Hidalgo County, NM"	"35023"	"Methadone"	"T40.3"	Suppressed	56760	Suppressed
	"Hidalgo County, NM"	"35023"	"Other synthetic narcotics"	"T40.4"	Suppressed	56760	Suppressed
	"Lea County, NM"	"35025"	"Heroin"	"T40.1"	12	792056	Unreliable
	"Lea County, NM"	"35025"	"Other opioids"	"T40.2"	43	792056	5.4
	"Lea County, NM"	"35025"	"Methadone"	"T40.3"	Suppressed	792056	Suppressed
	"Lea County, NM"	"35025"	"Other synthetic narcotics"	"T40.4"	Suppressed	792056	Suppressed
	"Lincoln County, NM"	"35027"	"Heroin"	"T40.1"	Suppressed	241324	Suppressed
	"Lincoln County, NM"	"35027"	"Other opioids"	"T40.2"	27	241324	11.2
	"Lincoln County, NM"	"35027"	"Methadone"	"T40.3"	Suppressed	241324	Suppressed
	"Lincoln County, NM"	"35027"	"Other synthetic narcotics"	"T40.4"	12	241324	Unreliable
	"Los Alamos County, NM"	"35028"	"Heroin"	"T40.1"	Suppressed	216905	Suppressed
	"Los Alamos County, NM"	"35028"	"Other opioids"	"T40.2"	13	216905	Unreliable
	"Los Alamos County, NM"	"35028"	"Methadone"	"T40.3"	Suppressed	216905	Suppressed
	"Los Alamos County, NM"	"35028"	"Other synthetic narcotics"	"T40.4"	Suppressed	216905	Suppressed
	"Luna County, NM"	"35029"	"Heroin"	"T40.1"	Suppressed	298920	Suppressed
	"Luna County, NM"	"35029"	"Other opioids"	"T40.2"	14	298920	Unreliable
	"Luna County, NM"	"35029"	"Methadone"	"T40.3"	Suppressed	298920	Suppressed
	"Luna County, NM"	"35029"	"Other synthetic narcotics"	"T40.4"	Suppressed	298920	Suppressed
	"McKinley County, NM"	"35031"	"Heroin"	"T40.1"	15	871289	Unreliable
	"McKinley County, NM"	"35031"	"Other opioids"	"T40.2"	24	871289	2.8
	"McKinley County, NM"	"35031"	"Methadone"	"T40.3"	Suppressed	871289	Suppressed
	"McKinley County, NM"	"35031"	"Other synthetic narcotics"	"T40.4"	Suppressed	871289	Suppressed
	"Mora County, NM"	"35033"	"Heroin"	"T40.1"	Suppressed	57030	Suppressed
	"Mora County, NM"	"35033"	"Other opioids"	"T40.2"	Suppressed	57030	Suppressed
	"Mora County, NM"	"35033"	"Methadone"	"T40.3"	Suppressed	57030	Suppressed
	"Mora County, NM"	"35033"	"Other synthetic narcotics"	"T40.4"	Suppressed	57030	Suppressed
	"Otero County, NM"	"35035"	"Heroin"	"T40.1"	17	771454	Unreliable
	"Otero County, NM"	"35035"	"Other opioids"	"T40.2"	52	771454	6.7
	"Otero County, NM"	"35035"	"Methadone"	"T40.3"	20	771454	2.6
	"Otero County, NM"	"35035"	"Other synthetic narcotics"	"T40.4"	19	771454	Unreliable
	"Quay County, NM"	"35037"	"Heroin"	"T40.1"	Suppressed	105055	Suppressed
	"Quay County, NM"	"35037"	"Other opioids"	"T40.2"	Suppressed	105055	Suppressed
	"Quay County, NM"	"35037"	"Methadone"	"T40.3"	Suppressed	105055	Suppressed
	"Quay County, NM"	"35037"	"Other synthetic narcotics"	"T40.4"	Suppressed	105055	Suppressed
	"Rio Arriba County, NM"	"35039"	"Heroin"	"T40.1"	114	480157	23.7
	"Rio Arriba County, NM"	"35039"	"Other opioids"	"T40.2"	94	480157	19.6
	"Rio Arriba County, NM"	"35039"	"Methadone"	"T40.3"	23	480157	4.8
	"Rio Arriba County, NM"	"35039"	"Other synthetic narcotics"	"T40.4"	18	480157	Unreliable
	"Roosevelt County, NM"	"35041"	"Heroin"	"T40.1"	Suppressed	234062	Suppressed
	"Roosevelt County, NM"	"35041"	"Other opioids"	"T40.2"	Suppressed	234062	Suppressed
	"Roosevelt County, NM"	"35041"	"Methadone"	"T40.3"	Suppressed	234062	Suppressed
	"Roosevelt County, NM"	"35041"	"Other synthetic narcotics"	"T40.4"	Suppressed	234062	Suppressed
	"Sandoval County, NM"	"35043"	"Heroin"	"T40.1"	39	1588502	2.5
	"Sandoval County, NM"	"35043"	"Other opioids"	"T40.2"	101	1588502	6.4
	"Sandoval County, NM"	"35043"	"Methadone"	"T40.3"	15	1588502	Unreliable
	"Sandoval County, NM"	"35043"	"Other synthetic narcotics"	"T40.4"	28	1588502	1.8
	"San Juan County, NM"	"35045"	"Heroin"	"T40.1"	12	1505244	Unreliable
	"San Juan County, NM"	"35045"	"Other opioids"	"T40.2"	71	1505244	4.7
	"San Juan County, NM"	"35045"	"Methadone"	"T40.3"	17	1505244	Unreliable
	"San Juan County, NM"	"35045"	"Other synthetic narcotics"	"T40.4"	22	1505244	1.5
	"San Miguel County, NM"	"35047"	"Heroin"	"T40.1"	20	345057	5.8
	"San Miguel County, NM"	"35047"	"Other opioids"	"T40.2"	42	345057	12.2
	"San Miguel County, NM"	"35047"	"Methadone"	"T40.3"	Suppressed	345057	Suppressed
	"San Miguel County, NM"	"35047"	"Other synthetic narcotics"	"T40.4"	13	345057	Unreliable
	"Santa Fe County, NM"	"35049"	"Heroin"	"T40.1"	122	1741772	7.0
	"Santa Fe County, NM"	"35049"	"Other opioids"	"T40.2"	171	1741772	9.8
	"Santa Fe County, NM"	"35049"	"Methadone"	"T40.3"	31	1741772	1.8
	"Santa Fe County, NM"	"35049"	"Other synthetic narcotics"	"T40.4"	28	1741772	1.6
	"Sierra County, NM"	"35051"	"Heroin"	"T40.1"	Suppressed	139975	Suppressed
	"Sierra County, NM"	"35051"	"Other opioids"	"T40.2"	18	139975	Unreliable
	"Sierra County, NM"	"35051"	"Methadone"	"T40.3"	Suppressed	139975	Suppressed
	"Sierra County, NM"	"35051"	"Other synthetic narcotics"	"T40.4"	Suppressed	139975	Suppressed
	"Socorro County, NM"	"35053"	"Heroin"	"T40.1"	10	211286	Unreliable
	"Socorro County, NM"	"35053"	"Other opioids"	"T40.2"	16	211286	Unreliable
	"Socorro County, NM"	"35053"	"Methadone"	"T40.3"	Suppressed	211286	Suppressed
	"Socorro County, NM"	"35053"	"Other synthetic narcotics"	"T40.4"	Suppressed	211286	Suppressed
	"Taos County, NM"	"35055"	"Heroin"	"T40.1"	16	393433	Unreliable
	"Taos County, NM"	"35055"	"Other opioids"	"T40.2"	45	393433	11.4
	"Taos County, NM"	"35055"	"Methadone"	"T40.3"	Suppressed	393433	Suppressed
	"Taos County, NM"	"35055"	"Other synthetic narcotics"	"T40.4"	10	393433	Unreliable
	"Torrance County, NM"	"35057"	"Heroin"	"T40.1"	Suppressed	192328	Suppressed
	"Torrance County, NM"	"35057"	"Other opioids"	"T40.2"	21	192328	10.9
	"Torrance County, NM"	"35057"	"Methadone"	"T40.3"	Suppressed	192328	Suppressed
	"Torrance County, NM"	"35057"	"Other synthetic narcotics"	"T40.4"	Suppressed	192328	Suppressed
	"Union County, NM"	"35059"	"Heroin"	"T40.1"	Suppressed	52050	Suppressed
	"Union County, NM"	"35059"	"Other opioids"	"T40.2"	Suppressed	52050	Suppressed
	"Union County, NM"	"35059"	"Methadone"	"T40.3"	Suppressed	52050	Suppressed
	"Union County, NM"	"35059"	"Other synthetic narcotics"	"T40.4"	Suppressed	52050	Suppressed
	"Valencia County, NM"	"35061"	"Heroin"	"T40.1"	41	905687	4.5
	"Valencia County, NM"	"35061"	"Other opioids"	"T40.2"	91	905687	10.0
	"Valencia County, NM"	"35061"	"Methadone"	"T40.3"	14	905687	Unreliable
	"Valencia County, NM"	"35061"	"Other synthetic narcotics"	"T40.4"	15	905687	Unreliable
	"Albany County, NY"	"36001"	"Heroin"	"T40.1"	106	3672506	2.9
	"Albany County, NY"	"36001"	"Other opioids"	"T40.2"	53	3672506	1.4
	"Albany County, NY"	"36001"	"Methadone"	"T40.3"	31	3672506	0.8
	"Albany County, NY"	"36001"	"Other synthetic narcotics"	"T40.4"	76	3672506	2.1
	"Allegany County, NY"	"36003"	"Heroin"	"T40.1"	Suppressed	579943	Suppressed
	"Allegany County, NY"	"36003"	"Other opioids"	"T40.2"	14	579943	Unreliable
	"Allegany County, NY"	"36003"	"Methadone"	"T40.3"	Suppressed	579943	Suppressed
	"Allegany County, NY"	"36003"	"Other synthetic narcotics"	"T40.4"	14	579943	Unreliable
	"Bronx County, NY"	"36005"	"Heroin"	"T40.1"	738	16866768	4.4
	"Bronx County, NY"	"36005"	"Other opioids"	"T40.2"	390	16866768	2.3
	"Bronx County, NY"	"36005"	"Methadone"	"T40.3"	427	16866768	2.5
	"Bronx County, NY"	"36005"	"Other synthetic narcotics"	"T40.4"	427	16866768	2.5
	"Broome County, NY"	"36007"	"Heroin"	"T40.1"	96	2381860	4.0
	"Broome County, NY"	"36007"	"Other opioids"	"T40.2"	71	2381860	3.0
	"Broome County, NY"	"36007"	"Methadone"	"T40.3"	11	2381860	Unreliable
	"Broome County, NY"	"36007"	"Other synthetic narcotics"	"T40.4"	58	2381860	2.4
	"Cattaraugus County, NY"	"36009"	"Heroin"	"T40.1"	12	953696	Unreliable
	"Cattaraugus County, NY"	"36009"	"Other opioids"	"T40.2"	10	953696	Unreliable
	"Cattaraugus County, NY"	"36009"	"Methadone"	"T40.3"	Suppressed	953696	Suppressed
	"Cattaraugus County, NY"	"36009"	"Other synthetic narcotics"	"T40.4"	23	953696	2.4
	"Cayuga County, NY"	"36011"	"Heroin"	"T40.1"	27	953543	2.8
	"Cayuga County, NY"	"36011"	"Other opioids"	"T40.2"	36	953543	3.8
	"Cayuga County, NY"	"36011"	"Methadone"	"T40.3"	10	953543	Unreliable
	"Cayuga County, NY"	"36011"	"Other synthetic narcotics"	"T40.4"	53	953543	5.6
	"Chautauqua County, NY"	"36013"	"Heroin"	"T40.1"	53	1598821	3.3
	"Chautauqua County, NY"	"36013"	"Other opioids"	"T40.2"	31	1598821	1.9
	"Chautauqua County, NY"	"36013"	"Methadone"	"T40.3"	16	1598821	Unreliable
	"Chautauqua County, NY"	"36013"	"Other synthetic narcotics"	"T40.4"	55	1598821	3.4
	"Chemung County, NY"	"36015"	"Heroin"	"T40.1"	10	1056525	Unreliable
	"Chemung County, NY"	"36015"	"Other opioids"	"T40.2"	32	1056525	3.0
	"Chemung County, NY"	"36015"	"Methadone"	"T40.3"	31	1056525	2.9
	"Chemung County, NY"	"36015"	"Other synthetic narcotics"	"T40.4"	26	1056525	2.5
	"Chenango County, NY"	"36017"	"Heroin"	"T40.1"	13	599562	Unreliable
	"Chenango County, NY"	"36017"	"Other opioids"	"T40.2"	Suppressed	599562	Suppressed
	"Chenango County, NY"	"36017"	"Methadone"	"T40.3"	Suppressed	599562	Suppressed
	"Chenango County, NY"	"36017"	"Other synthetic narcotics"	"T40.4"	Suppressed	599562	Suppressed
	"Clinton County, NY"	"36019"	"Heroin"	"T40.1"	12	982038	Unreliable
	"Clinton County, NY"	"36019"	"Other opioids"	"T40.2"	40	982038	4.1
	"Clinton County, NY"	"36019"	"Methadone"	"T40.3"	Suppressed	982038	Suppressed
	"Clinton County, NY"	"36019"	"Other synthetic narcotics"	"T40.4"	20	982038	2.0
	"Columbia County, NY"	"36021"	"Heroin"	"T40.1"	30	748745	4.0
	"Columbia County, NY"	"36021"	"Other opioids"	"T40.2"	30	748745	4.0
	"Columbia County, NY"	"36021"	"Methadone"	"T40.3"	10	748745	Unreliable
	"Columbia County, NY"	"36021"	"Other synthetic narcotics"	"T40.4"	26	748745	3.5
	"Cortland County, NY"	"36023"	"Heroin"	"T40.1"	15	588491	Unreliable
	"Cortland County, NY"	"36023"	"Other opioids"	"T40.2"	20	588491	3.4
	"Cortland County, NY"	"36023"	"Methadone"	"T40.3"	Suppressed	588491	Suppressed
	"Cortland County, NY"	"36023"	"Other synthetic narcotics"	"T40.4"	17	588491	Unreliable
	"Delaware County, NY"	"36025"	"Heroin"	"T40.1"	11	565961	Unreliable
	"Delaware County, NY"	"36025"	"Other opioids"	"T40.2"	16	565961	Unreliable
	"Delaware County, NY"	"36025"	"Methadone"	"T40.3"	Suppressed	565961	Suppressed
	"Delaware County, NY"	"36025"	"Other synthetic narcotics"	"T40.4"	15	565961	Unreliable
	"Dutchess County, NY"	"36027"	"Heroin"	"T40.1"	207	3555284	5.8
	"Dutchess County, NY"	"36027"	"Other opioids"	"T40.2"	177	3555284	5.0
	"Dutchess County, NY"	"36027"	"Methadone"	"T40.3"	52	3555284	1.5
	"Dutchess County, NY"	"36027"	"Other synthetic narcotics"	"T40.4"	126	3555284	3.5
	"Erie County, NY"	"36029"	"Heroin"	"T40.1"	332	11055363	3.0
	"Erie County, NY"	"36029"	"Other opioids"	"T40.2"	379	11055363	3.4
	"Erie County, NY"	"36029"	"Methadone"	"T40.3"	184	11055363	1.7
	"Erie County, NY"	"36029"	"Other synthetic narcotics"	"T40.4"	714	11055363	6.5
	"Essex County, NY"	"36031"	"Heroin"	"T40.1"	Suppressed	467265	Suppressed
	"Essex County, NY"	"36031"	"Other opioids"	"T40.2"	14	467265	Unreliable
	"Essex County, NY"	"36031"	"Methadone"	"T40.3"	Suppressed	467265	Suppressed
	"Essex County, NY"	"36031"	"Other synthetic narcotics"	"T40.4"	13	467265	Unreliable
	"Franklin County, NY"	"36033"	"Heroin"	"T40.1"	Suppressed	616986	Suppressed
	"Franklin County, NY"	"36033"	"Other opioids"	"T40.2"	Suppressed	616986	Suppressed
	"Franklin County, NY"	"36033"	"Methadone"	"T40.3"	Suppressed	616986	Suppressed
	"Franklin County, NY"	"36033"	"Other synthetic narcotics"	"T40.4"	16	616986	Unreliable
	"Fulton County, NY"	"36035"	"Heroin"	"T40.1"	Suppressed	657983	Suppressed
	"Fulton County, NY"	"36035"	"Other opioids"	"T40.2"	Suppressed	657983	Suppressed
	"Fulton County, NY"	"36035"	"Methadone"	"T40.3"	Suppressed	657983	Suppressed
	"Fulton County, NY"	"36035"	"Other synthetic narcotics"	"T40.4"	15	657983	Unreliable
	"Genesee County, NY"	"36037"	"Heroin"	"T40.1"	17	713716	Unreliable
	"Genesee County, NY"	"36037"	"Other opioids"	"T40.2"	25	713716	3.5
	"Genesee County, NY"	"36037"	"Methadone"	"T40.3"	Suppressed	713716	Suppressed
	"Genesee County, NY"	"36037"	"Other synthetic narcotics"	"T40.4"	34	713716	4.8
	"Greene County, NY"	"36039"	"Heroin"	"T40.1"	40	583762	6.9
	"Greene County, NY"	"36039"	"Other opioids"	"T40.2"	25	583762	4.3
	"Greene County, NY"	"36039"	"Methadone"	"T40.3"	14	583762	Unreliable
	"Greene County, NY"	"36039"	"Other synthetic narcotics"	"T40.4"	27	583762	4.6
	"Hamilton County, NY"	"36041"	"Heroin"	"T40.1"	Suppressed	57341	Suppressed
	"Hamilton County, NY"	"36041"	"Other opioids"	"T40.2"	Suppressed	57341	Suppressed
	"Hamilton County, NY"	"36041"	"Methadone"	"T40.3"	Suppressed	57341	Suppressed
	"Hamilton County, NY"	"36041"	"Other synthetic narcotics"	"T40.4"	Suppressed	57341	Suppressed
	"Herkimer County, NY"	"36043"	"Heroin"	"T40.1"	12	766222	Unreliable
	"Herkimer County, NY"	"36043"	"Other opioids"	"T40.2"	14	766222	Unreliable
	"Herkimer County, NY"	"36043"	"Methadone"	"T40.3"	13	766222	Unreliable
	"Herkimer County, NY"	"36043"	"Other synthetic narcotics"	"T40.4"	22	766222	2.9
	"Jefferson County, NY"	"36045"	"Heroin"	"T40.1"	30	1397601	2.1
	"Jefferson County, NY"	"36045"	"Other opioids"	"T40.2"	46	1397601	3.3
	"Jefferson County, NY"	"36045"	"Methadone"	"T40.3"	14	1397601	Unreliable
	"Jefferson County, NY"	"36045"	"Other synthetic narcotics"	"T40.4"	40	1397601	2.9
	"Kings County, NY"	"36047"	"Heroin"	"T40.1"	668	30557146	2.2
	"Kings County, NY"	"36047"	"Other opioids"	"T40.2"	680	30557146	2.2
	"Kings County, NY"	"36047"	"Methadone"	"T40.3"	560	30557146	1.8
	"Kings County, NY"	"36047"	"Other synthetic narcotics"	"T40.4"	430	30557146	1.4
	"Lewis County, NY"	"36049"	"Heroin"	"T40.1"	Suppressed	324137	Suppressed
	"Lewis County, NY"	"36049"	"Other opioids"	"T40.2"	Suppressed	324137	Suppressed
	"Lewis County, NY"	"36049"	"Methadone"	"T40.3"	Suppressed	324137	Suppressed
	"Lewis County, NY"	"36049"	"Other synthetic narcotics"	"T40.4"	15	324137	Unreliable
	"Livingston County, NY"	"36051"	"Heroin"	"T40.1"	12	779211	Unreliable
	"Livingston County, NY"	"36051"	"Other opioids"	"T40.2"	25	779211	3.2
	"Livingston County, NY"	"36051"	"Methadone"	"T40.3"	Suppressed	779211	Suppressed
	"Livingston County, NY"	"36051"	"Other synthetic narcotics"	"T40.4"	17	779211	Unreliable
	"Madison County, NY"	"36053"	"Heroin"	"T40.1"	22	869078	2.5
	"Madison County, NY"	"36053"	"Other opioids"	"T40.2"	29	869078	3.3
	"Madison County, NY"	"36053"	"Methadone"	"T40.3"	Suppressed	869078	Suppressed
	"Madison County, NY"	"36053"	"Other synthetic narcotics"	"T40.4"	30	869078	3.5
	"Monroe County, NY"	"36055"	"Heroin"	"T40.1"	309	8944196	3.5
	"Monroe County, NY"	"36055"	"Other opioids"	"T40.2"	251	8944196	2.8
	"Monroe County, NY"	"36055"	"Methadone"	"T40.3"	120	8944196	1.3
	"Monroe County, NY"	"36055"	"Other synthetic narcotics"	"T40.4"	376	8944196	4.2
	"Montgomery County, NY"	"36057"	"Heroin"	"T40.1"	Suppressed	597402	Suppressed
	"Montgomery County, NY"	"36057"	"Other opioids"	"T40.2"	Suppressed	597402	Suppressed
	"Montgomery County, NY"	"36057"	"Methadone"	"T40.3"	Suppressed	597402	Suppressed
	"Montgomery County, NY"	"36057"	"Other synthetic narcotics"	"T40.4"	Suppressed	597402	Suppressed
	"Nassau County, NY"	"36059"	"Heroin"	"T40.1"	394	16140508	2.4
	"Nassau County, NY"	"36059"	"Other opioids"	"T40.2"	654	16140508	4.1
	"Nassau County, NY"	"36059"	"Methadone"	"T40.3"	222	16140508	1.4
	"Nassau County, NY"	"36059"	"Other synthetic narcotics"	"T40.4"	318	16140508	2.0
	"New York County, NY"	"36061"	"Heroin"	"T40.1"	536	19352343	2.8
	"New York County, NY"	"36061"	"Other opioids"	"T40.2"	416	19352343	2.1
	"New York County, NY"	"36061"	"Methadone"	"T40.3"	312	19352343	1.6
	"New York County, NY"	"36061"	"Other synthetic narcotics"	"T40.4"	333	19352343	1.7
	"Niagara County, NY"	"36063"	"Heroin"	"T40.1"	63	2574891	2.4
	"Niagara County, NY"	"36063"	"Other opioids"	"T40.2"	117	2574891	4.5
	"Niagara County, NY"	"36063"	"Methadone"	"T40.3"	43	2574891	1.7
	"Niagara County, NY"	"36063"	"Other synthetic narcotics"	"T40.4"	139	2574891	5.4
	"Oneida County, NY"	"36065"	"Heroin"	"T40.1"	114	2802017	4.1
	"Oneida County, NY"	"36065"	"Other opioids"	"T40.2"	73	2802017	2.6
	"Oneida County, NY"	"36065"	"Methadone"	"T40.3"	24	2802017	0.9
	"Oneida County, NY"	"36065"	"Other synthetic narcotics"	"T40.4"	111	2802017	4.0
	"Onondaga County, NY"	"36067"	"Heroin"	"T40.1"	231	5588793	4.1
	"Onondaga County, NY"	"36067"	"Other opioids"	"T40.2"	176	5588793	3.1
	"Onondaga County, NY"	"36067"	"Methadone"	"T40.3"	78	5588793	1.4
	"Onondaga County, NY"	"36067"	"Other synthetic narcotics"	"T40.4"	220	5588793	3.9
	"Ontario County, NY"	"36069"	"Heroin"	"T40.1"	22	1296449	1.7
	"Ontario County, NY"	"36069"	"Other opioids"	"T40.2"	24	1296449	1.9
	"Ontario County, NY"	"36069"	"Methadone"	"T40.3"	Suppressed	1296449	Suppressed
	"Ontario County, NY"	"36069"	"Other synthetic narcotics"	"T40.4"	32	1296449	2.5
	"Orange County, NY"	"36071"	"Heroin"	"T40.1"	207	4490623	4.6
	"Orange County, NY"	"36071"	"Other opioids"	"T40.2"	206	4490623	4.6
	"Orange County, NY"	"36071"	"Methadone"	"T40.3"	63	4490623	1.4
	"Orange County, NY"	"36071"	"Other synthetic narcotics"	"T40.4"	153	4490623	3.4
	"Orleans County, NY"	"36073"	"Heroin"	"T40.1"	Suppressed	509462	Suppressed
	"Orleans County, NY"	"36073"	"Other opioids"	"T40.2"	11	509462	Unreliable
	"Orleans County, NY"	"36073"	"Methadone"	"T40.3"	Suppressed	509462	Suppressed
	"Orleans County, NY"	"36073"	"Other synthetic narcotics"	"T40.4"	Suppressed	509462	Suppressed
	"Oswego County, NY"	"36075"	"Heroin"	"T40.1"	35	1454714	2.4
	"Oswego County, NY"	"36075"	"Other opioids"	"T40.2"	74	1454714	5.1
	"Oswego County, NY"	"36075"	"Methadone"	"T40.3"	14	1454714	Unreliable
	"Oswego County, NY"	"36075"	"Other synthetic narcotics"	"T40.4"	47	1454714	3.2
	"Otsego County, NY"	"36077"	"Heroin"	"T40.1"	10	740310	Unreliable
	"Otsego County, NY"	"36077"	"Other opioids"	"T40.2"	23	740310	3.1
	"Otsego County, NY"	"36077"	"Methadone"	"T40.3"	Suppressed	740310	Suppressed
	"Otsego County, NY"	"36077"	"Other synthetic narcotics"	"T40.4"	18	740310	Unreliable
	"Putnam County, NY"	"36079"	"Heroin"	"T40.1"	54	1193661	4.5
	"Putnam County, NY"	"36079"	"Other opioids"	"T40.2"	42	1193661	3.5
	"Putnam County, NY"	"36079"	"Methadone"	"T40.3"	10	1193661	Unreliable
	"Putnam County, NY"	"36079"	"Other synthetic narcotics"	"T40.4"	40	1193661	3.4
	"Queens County, NY"	"36081"	"Heroin"	"T40.1"	538	27161884	2.0
	"Queens County, NY"	"36081"	"Other opioids"	"T40.2"	469	27161884	1.7
	"Queens County, NY"	"36081"	"Methadone"	"T40.3"	269	27161884	1.0
	"Queens County, NY"	"36081"	"Other synthetic narcotics"	"T40.4"	346	27161884	1.3
	"Rensselaer County, NY"	"36083"	"Heroin"	"T40.1"	41	1912125	2.1
	"Rensselaer County, NY"	"36083"	"Other opioids"	"T40.2"	34	1912125	1.8
	"Rensselaer County, NY"	"36083"	"Methadone"	"T40.3"	13	1912125	Unreliable
	"Rensselaer County, NY"	"36083"	"Other synthetic narcotics"	"T40.4"	37	1912125	1.9
	"Richmond County, NY"	"36085"	"Heroin"	"T40.1"	238	5633741	4.2
	"Richmond County, NY"	"36085"	"Other opioids"	"T40.2"	386	5633741	6.9
	"Richmond County, NY"	"36085"	"Methadone"	"T40.3"	163	5633741	2.9
	"Richmond County, NY"	"36085"	"Other synthetic narcotics"	"T40.4"	181	5633741	3.2
