county,state,county-code,multiple-cause-of-death,multiple-cause-of-death-code,deaths,population,crude-rate
Otsego County,Michigan,26137,Heroin,T40.1,Suppressed,291902,Suppressed
Otsego County,Michigan,26137,Other opioids,T40.2,Suppressed,291902,Suppressed
Otsego County,Michigan,26137,Methadone,T40.3,Suppressed,291902,Suppressed
Otsego County,Michigan,26137,Other synthetic narcotics,T40.4,Suppressed,291902,Suppressed
Ottawa County,Michigan,26139,Heroin,T40.1,62,3239606,1.9
Ottawa County,Michigan,26139,Other opioids,T40.2,106,3239606,3.3
Ottawa County,Michigan,26139,Methadone,T40.3,81,3239606,2.5
Ottawa County,Michigan,26139,Other synthetic narcotics,T40.4,58,3239606,1.8
Presque Isle County,Michigan,26141,Heroin,T40.1,Suppressed,159274,Suppressed
Presque Isle County,Michigan,26141,Other opioids,T40.2,Suppressed,159274,Suppressed
Presque Isle County,Michigan,26141,Methadone,T40.3,Suppressed,159274,Suppressed
Presque Isle County,Michigan,26141,Other synthetic narcotics,T40.4,Suppressed,159274,Suppressed
Roscommon County,Michigan,26143,Heroin,T40.1,Suppressed,292664,Suppressed
Roscommon County,Michigan,26143,Other opioids,T40.2,10,292664,Unreliable
Roscommon County,Michigan,26143,Methadone,T40.3,Suppressed,292664,Suppressed
Roscommon County,Michigan,26143,Other synthetic narcotics,T40.4,10,292664,Unreliable
Saginaw County,Michigan,26145,Heroin,T40.1,20,2378498,0.8
Saginaw County,Michigan,26145,Other opioids,T40.2,46,2378498,1.9
Saginaw County,Michigan,26145,Methadone,T40.3,16,2378498,Unreliable
Saginaw County,Michigan,26145,Other synthetic narcotics,T40.4,37,2378498,1.6
St. Clair County,Michigan,26147,Heroin,T40.1,137,1950493,7
St. Clair County,Michigan,26147,Other opioids,T40.2,70,1950493,3.6
St. Clair County,Michigan,26147,Methadone,T40.3,32,1950493,1.6
St. Clair County,Michigan,26147,Other synthetic narcotics,T40.4,80,1950493,4.1
St. Joseph County,Michigan,26149,Heroin,T40.1,Suppressed,735934,Suppressed
St. Joseph County,Michigan,26149,Other opioids,T40.2,15,735934,Unreliable
St. Joseph County,Michigan,26149,Methadone,T40.3,11,735934,Unreliable
St. Joseph County,Michigan,26149,Other synthetic narcotics,T40.4,11,735934,Unreliable
Sanilac County,Michigan,26151,Heroin,T40.1,Suppressed,512592,Suppressed
Sanilac County,Michigan,26151,Other opioids,T40.2,Suppressed,512592,Suppressed
Sanilac County,Michigan,26151,Methadone,T40.3,Suppressed,512592,Suppressed
Sanilac County,Michigan,26151,Other synthetic narcotics,T40.4,Suppressed,512592,Suppressed
Schoolcraft County,Michigan,26153,Heroin,T40.1,Suppressed,100686,Suppressed
Schoolcraft County,Michigan,26153,Other opioids,T40.2,Suppressed,100686,Suppressed
Schoolcraft County,Michigan,26153,Methadone,T40.3,Suppressed,100686,Suppressed
Schoolcraft County,Michigan,26153,Other synthetic narcotics,T40.4,Suppressed,100686,Suppressed
Shiawassee County,Michigan,26155,Heroin,T40.1,26,840671,3.1
Shiawassee County,Michigan,26155,Other opioids,T40.2,53,840671,6.3
Shiawassee County,Michigan,26155,Methadone,T40.3,44,840671,5.2
Shiawassee County,Michigan,26155,Other synthetic narcotics,T40.4,34,840671,4
Tuscola County,Michigan,26157,Heroin,T40.1,Suppressed,661009,Suppressed
Tuscola County,Michigan,26157,Other opioids,T40.2,Suppressed,661009,Suppressed
Tuscola County,Michigan,26157,Methadone,T40.3,Suppressed,661009,Suppressed
Tuscola County,Michigan,26157,Other synthetic narcotics,T40.4,Suppressed,661009,Suppressed
Van Buren County,Michigan,26159,Heroin,T40.1,18,910890,Unreliable
Van Buren County,Michigan,26159,Other opioids,T40.2,33,910890,3.6
Van Buren County,Michigan,26159,Methadone,T40.3,22,910890,2.4
Van Buren County,Michigan,26159,Other synthetic narcotics,T40.4,19,910890,Unreliable
Washtenaw County,Michigan,26161,Heroin,T40.1,196,4220472,4.6
Washtenaw County,Michigan,26161,Other opioids,T40.2,141,4220472,3.3
Washtenaw County,Michigan,26161,Methadone,T40.3,44,4220472,1
Washtenaw County,Michigan,26161,Other synthetic narcotics,T40.4,139,4220472,3.3
Wayne County,Michigan,26163,Heroin,T40.1,1553,21753515,7.1
Wayne County,Michigan,26163,Other opioids,T40.2,780,21753515,3.6
Wayne County,Michigan,26163,Methadone,T40.3,248,21753515,1.1
Wayne County,Michigan,26163,Other synthetic narcotics,T40.4,1202,21753515,5.5
Wexford County,Michigan,26165,Heroin,T40.1,Suppressed,393568,Suppressed
Wexford County,Michigan,26165,Other opioids,T40.2,Suppressed,393568,Suppressed
Wexford County,Michigan,26165,Methadone,T40.3,Suppressed,393568,Suppressed
Wexford County,Michigan,26165,Other synthetic narcotics,T40.4,10,393568,Unreliable
Aitkin County,Minnesota,27001,Heroin,T40.1,Suppressed,192404,Suppressed
Aitkin County,Minnesota,27001,Other opioids,T40.2,11,192404,Unreliable
Aitkin County,Minnesota,27001,Methadone,T40.3,Suppressed,192404,Suppressed
Aitkin County,Minnesota,27001,Other synthetic narcotics,T40.4,Suppressed,192404,Suppressed
Anoka County,Minnesota,27003,Heroin,T40.1,82,4029696,2
Anoka County,Minnesota,27003,Other opioids,T40.2,108,4029696,2.7
Anoka County,Minnesota,27003,Methadone,T40.3,71,4029696,1.8
Anoka County,Minnesota,27003,Other synthetic narcotics,T40.4,44,4029696,1.1
Becker County,Minnesota,27005,Heroin,T40.1,Suppressed,394840,Suppressed
Becker County,Minnesota,27005,Other opioids,T40.2,Suppressed,394840,Suppressed
Becker County,Minnesota,27005,Methadone,T40.3,Suppressed,394840,Suppressed
Becker County,Minnesota,27005,Other synthetic narcotics,T40.4,Suppressed,394840,Suppressed
Beltrami County,Minnesota,27007,Heroin,T40.1,Suppressed,539094,Suppressed
Beltrami County,Minnesota,27007,Other opioids,T40.2,10,539094,Unreliable
Beltrami County,Minnesota,27007,Methadone,T40.3,Suppressed,539094,Suppressed
Beltrami County,Minnesota,27007,Other synthetic narcotics,T40.4,Suppressed,539094,Suppressed
Benton County,Minnesota,27009,Heroin,T40.1,Suppressed,466588,Suppressed
Benton County,Minnesota,27009,Other opioids,T40.2,16,466588,Unreliable
Benton County,Minnesota,27009,Methadone,T40.3,Suppressed,466588,Suppressed
Benton County,Minnesota,27009,Other synthetic narcotics,T40.4,Suppressed,466588,Suppressed
Big Stone County,Minnesota,27011,Heroin,T40.1,Suppressed,62390,Suppressed
Big Stone County,Minnesota,27011,Other opioids,T40.2,Suppressed,62390,Suppressed
Big Stone County,Minnesota,27011,Methadone,T40.3,Suppressed,62390,Suppressed
Big Stone County,Minnesota,27011,Other synthetic narcotics,T40.4,Suppressed,62390,Suppressed
Blue Earth County,Minnesota,27013,Heroin,T40.1,Suppressed,773101,Suppressed
Blue Earth County,Minnesota,27013,Other opioids,T40.2,Suppressed,773101,Suppressed
Blue Earth County,Minnesota,27013,Methadone,T40.3,Suppressed,773101,Suppressed
Blue Earth County,Minnesota,27013,Other synthetic narcotics,T40.4,Suppressed,773101,Suppressed
Brown County,Minnesota,27015,Heroin,T40.1,Suppressed,307778,Suppressed
Brown County,Minnesota,27015,Other opioids,T40.2,Suppressed,307778,Suppressed
Brown County,Minnesota,27015,Methadone,T40.3,Suppressed,307778,Suppressed
Brown County,Minnesota,27015,Other synthetic narcotics,T40.4,Suppressed,307778,Suppressed
Carlton County,Minnesota,27017,Heroin,T40.1,Suppressed,423414,Suppressed
Carlton County,Minnesota,27017,Other opioids,T40.2,12,423414,Unreliable
Carlton County,Minnesota,27017,Methadone,T40.3,20,423414,4.7
Carlton County,Minnesota,27017,Other synthetic narcotics,T40.4,Suppressed,423414,Suppressed
Carver County,Minnesota,27019,Heroin,T40.1,Suppressed,1123390,Suppressed
Carver County,Minnesota,27019,Other opioids,T40.2,16,1123390,Unreliable
Carver County,Minnesota,27019,Methadone,T40.3,Suppressed,1123390,Suppressed
Carver County,Minnesota,27019,Other synthetic narcotics,T40.4,Suppressed,1123390,Suppressed
Cass County,Minnesota,27021,Heroin,T40.1,Suppressed,344133,Suppressed
Cass County,Minnesota,27021,Other opioids,T40.2,Suppressed,344133,Suppressed
Cass County,Minnesota,27021,Methadone,T40.3,14,344133,Unreliable
Cass County,Minnesota,27021,Other synthetic narcotics,T40.4,Suppressed,344133,Suppressed
Chippewa County,Minnesota,27023,Heroin,T40.1,Suppressed,146982,Suppressed
Chippewa County,Minnesota,27023,Other opioids,T40.2,Suppressed,146982,Suppressed
Chippewa County,Minnesota,27023,Methadone,T40.3,Suppressed,146982,Suppressed
Chippewa County,Minnesota,27023,Other synthetic narcotics,T40.4,Suppressed,146982,Suppressed
Chisago County,Minnesota,27025,Heroin,T40.1,Suppressed,643684,Suppressed
Chisago County,Minnesota,27025,Other opioids,T40.2,17,643684,Unreliable
Chisago County,Minnesota,27025,Methadone,T40.3,Suppressed,643684,Suppressed
Chisago County,Minnesota,27025,Other synthetic narcotics,T40.4,Suppressed,643684,Suppressed
Clay County,Minnesota,27027,Heroin,T40.1,Suppressed,715956,Suppressed
Clay County,Minnesota,27027,Other opioids,T40.2,14,715956,Unreliable
Clay County,Minnesota,27027,Methadone,T40.3,10,715956,Unreliable
Clay County,Minnesota,27027,Other synthetic narcotics,T40.4,Suppressed,715956,Suppressed
Clearwater County,Minnesota,27029,Heroin,T40.1,Suppressed,104574,Suppressed
Clearwater County,Minnesota,27029,Other opioids,T40.2,Suppressed,104574,Suppressed
Clearwater County,Minnesota,27029,Methadone,T40.3,Suppressed,104574,Suppressed
Clearwater County,Minnesota,27029,Other synthetic narcotics,T40.4,Suppressed,104574,Suppressed
Cook County,Minnesota,27031,Heroin,T40.1,Suppressed,62775,Suppressed
Cook County,Minnesota,27031,Other opioids,T40.2,Suppressed,62775,Suppressed
Cook County,Minnesota,27031,Methadone,T40.3,Suppressed,62775,Suppressed
Cook County,Minnesota,27031,Other synthetic narcotics,T40.4,Suppressed,62775,Suppressed
Cottonwood County,Minnesota,27033,Heroin,T40.1,Suppressed,139403,Suppressed
Cottonwood County,Minnesota,27033,Other opioids,T40.2,Suppressed,139403,Suppressed
Cottonwood County,Minnesota,27033,Methadone,T40.3,Suppressed,139403,Suppressed
Cottonwood County,Minnesota,27033,Other synthetic narcotics,T40.4,Suppressed,139403,Suppressed
Crow Wing County,Minnesota,27035,Heroin,T40.1,Suppressed,753033,Suppressed
Crow Wing County,Minnesota,27035,Other opioids,T40.2,18,753033,Unreliable
Crow Wing County,Minnesota,27035,Methadone,T40.3,Suppressed,753033,Suppressed
Crow Wing County,Minnesota,27035,Other synthetic narcotics,T40.4,Suppressed,753033,Suppressed
Dakota County,Minnesota,27037,Heroin,T40.1,51,4848408,1.1
Dakota County,Minnesota,27037,Other opioids,T40.2,112,4848408,2.3
Dakota County,Minnesota,27037,Methadone,T40.3,57,4848408,1.2
Dakota County,Minnesota,27037,Other synthetic narcotics,T40.4,50,4848408,1
Dodge County,Minnesota,27039,Heroin,T40.1,Suppressed,241906,Suppressed
Dodge County,Minnesota,27039,Other opioids,T40.2,Suppressed,241906,Suppressed
Dodge County,Minnesota,27039,Methadone,T40.3,Suppressed,241906,Suppressed
Dodge County,Minnesota,27039,Other synthetic narcotics,T40.4,Suppressed,241906,Suppressed
Douglas County,Minnesota,27041,Heroin,T40.1,Suppressed,437596,Suppressed
Douglas County,Minnesota,27041,Other opioids,T40.2,Suppressed,437596,Suppressed
Douglas County,Minnesota,27041,Methadone,T40.3,Suppressed,437596,Suppressed
Douglas County,Minnesota,27041,Other synthetic narcotics,T40.4,Suppressed,437596,Suppressed
Faribault County,Minnesota,27043,Heroin,T40.1,Suppressed,173053,Suppressed
Faribault County,Minnesota,27043,Other opioids,T40.2,Suppressed,173053,Suppressed
Faribault County,Minnesota,27043,Methadone,T40.3,Suppressed,173053,Suppressed
Faribault County,Minnesota,27043,Other synthetic narcotics,T40.4,Suppressed,173053,Suppressed
Fillmore County,Minnesota,27045,Heroin,T40.1,Suppressed,251051,Suppressed
Fillmore County,Minnesota,27045,Other opioids,T40.2,Suppressed,251051,Suppressed
Fillmore County,Minnesota,27045,Methadone,T40.3,Suppressed,251051,Suppressed
Fillmore County,Minnesota,27045,Other synthetic narcotics,T40.4,Suppressed,251051,Suppressed
Freeborn County,Minnesota,27047,Heroin,T40.1,Suppressed,372579,Suppressed
Freeborn County,Minnesota,27047,Other opioids,T40.2,Suppressed,372579,Suppressed
Freeborn County,Minnesota,27047,Methadone,T40.3,Suppressed,372579,Suppressed
Freeborn County,Minnesota,27047,Other synthetic narcotics,T40.4,Suppressed,372579,Suppressed
Goodhue County,Minnesota,27049,Heroin,T40.1,Suppressed,554456,Suppressed
Goodhue County,Minnesota,27049,Other opioids,T40.2,10,554456,Unreliable
Goodhue County,Minnesota,27049,Methadone,T40.3,Suppressed,554456,Suppressed
Goodhue County,Minnesota,27049,Other synthetic narcotics,T40.4,Suppressed,554456,Suppressed
Grant County,Minnesota,27051,Heroin,T40.1,Suppressed,72096,Suppressed
Grant County,Minnesota,27051,Other opioids,T40.2,Suppressed,72096,Suppressed
Grant County,Minnesota,27051,Methadone,T40.3,Suppressed,72096,Suppressed
Grant County,Minnesota,27051,Other synthetic narcotics,T40.4,Suppressed,72096,Suppressed
Hennepin County,Minnesota,27053,Heroin,T40.1,249,14151916,1.8
Hennepin County,Minnesota,27053,Other opioids,T40.2,284,14151916,2
Hennepin County,Minnesota,27053,Methadone,T40.3,251,14151916,1.8
Hennepin County,Minnesota,27053,Other synthetic narcotics,T40.4,211,14151916,1.5
Houston County,Minnesota,27055,Heroin,T40.1,Suppressed,227672,Suppressed
Houston County,Minnesota,27055,Other opioids,T40.2,Suppressed,227672,Suppressed
Houston County,Minnesota,27055,Methadone,T40.3,Suppressed,227672,Suppressed
Houston County,Minnesota,27055,Other synthetic narcotics,T40.4,Suppressed,227672,Suppressed
Hubbard County,Minnesota,27057,Heroin,T40.1,Suppressed,245341,Suppressed
Hubbard County,Minnesota,27057,Other opioids,T40.2,Suppressed,245341,Suppressed
Hubbard County,Minnesota,27057,Methadone,T40.3,Suppressed,245341,Suppressed
Hubbard County,Minnesota,27057,Other synthetic narcotics,T40.4,Suppressed,245341,Suppressed
Isanti County,Minnesota,27059,Heroin,T40.1,Suppressed,458554,Suppressed
Isanti County,Minnesota,27059,Other opioids,T40.2,10,458554,Unreliable
Isanti County,Minnesota,27059,Methadone,T40.3,Suppressed,458554,Suppressed
Isanti County,Minnesota,27059,Other synthetic narcotics,T40.4,Suppressed,458554,Suppressed
Itasca County,Minnesota,27061,Heroin,T40.1,Suppressed,541412,Suppressed
Itasca County,Minnesota,27061,Other opioids,T40.2,16,541412,Unreliable
Itasca County,Minnesota,27061,Methadone,T40.3,Suppressed,541412,Suppressed
Itasca County,Minnesota,27061,Other synthetic narcotics,T40.4,Suppressed,541412,Suppressed
Jackson County,Minnesota,27063,Heroin,T40.1,Suppressed,122993,Suppressed
Jackson County,Minnesota,27063,Other opioids,T40.2,Suppressed,122993,Suppressed
Jackson County,Minnesota,27063,Methadone,T40.3,Suppressed,122993,Suppressed
Jackson County,Minnesota,27063,Other synthetic narcotics,T40.4,Suppressed,122993,Suppressed
Kanabec County,Minnesota,27065,Heroin,T40.1,Suppressed,193714,Suppressed
Kanabec County,Minnesota,27065,Other opioids,T40.2,Suppressed,193714,Suppressed
Kanabec County,Minnesota,27065,Methadone,T40.3,Suppressed,193714,Suppressed
Kanabec County,Minnesota,27065,Other synthetic narcotics,T40.4,Suppressed,193714,Suppressed
Kandiyohi County,Minnesota,27067,Heroin,T40.1,Suppressed,506340,Suppressed
Kandiyohi County,Minnesota,27067,Other opioids,T40.2,Suppressed,506340,Suppressed
Kandiyohi County,Minnesota,27067,Methadone,T40.3,Suppressed,506340,Suppressed
Kandiyohi County,Minnesota,27067,Other synthetic narcotics,T40.4,Suppressed,506340,Suppressed
Kittson County,Minnesota,27069,Heroin,T40.1,Suppressed,54066,Suppressed
Kittson County,Minnesota,27069,Other opioids,T40.2,Suppressed,54066,Suppressed
Kittson County,Minnesota,27069,Methadone,T40.3,Suppressed,54066,Suppressed
Kittson County,Minnesota,27069,Other synthetic narcotics,T40.4,Suppressed,54066,Suppressed
Koochiching County,Minnesota,27071,Heroin,T40.1,Suppressed,157781,Suppressed
Koochiching County,Minnesota,27071,Other opioids,T40.2,Suppressed,157781,Suppressed
Koochiching County,Minnesota,27071,Methadone,T40.3,Suppressed,157781,Suppressed
Koochiching County,Minnesota,27071,Other synthetic narcotics,T40.4,Suppressed,157781,Suppressed
Lac qui Parle County,Minnesota,27073,Heroin,T40.1,Suppressed,85213,Suppressed
Lac qui Parle County,Minnesota,27073,Other opioids,T40.2,Suppressed,85213,Suppressed
Lac qui Parle County,Minnesota,27073,Methadone,T40.3,Suppressed,85213,Suppressed
Lac qui Parle County,Minnesota,27073,Other synthetic narcotics,T40.4,Suppressed,85213,Suppressed
Lake County,Minnesota,27075,Heroin,T40.1,Suppressed,129389,Suppressed
Lake County,Minnesota,27075,Other opioids,T40.2,Suppressed,129389,Suppressed
Lake County,Minnesota,27075,Methadone,T40.3,Suppressed,129389,Suppressed
Lake County,Minnesota,27075,Other synthetic narcotics,T40.4,Suppressed,129389,Suppressed
Lake of the Woods County,Minnesota,27077,Heroin,T40.1,Suppressed,48050,Suppressed
Lake of the Woods County,Minnesota,27077,Other opioids,T40.2,Suppressed,48050,Suppressed
Lake of the Woods County,Minnesota,27077,Methadone,T40.3,Suppressed,48050,Suppressed
Lake of the Woods County,Minnesota,27077,Other synthetic narcotics,T40.4,Suppressed,48050,Suppressed
Le Sueur County,Minnesota,27079,Heroin,T40.1,Suppressed,332877,Suppressed
Le Sueur County,Minnesota,27079,Other opioids,T40.2,Suppressed,332877,Suppressed
Le Sueur County,Minnesota,27079,Methadone,T40.3,Suppressed,332877,Suppressed
Le Sueur County,Minnesota,27079,Other synthetic narcotics,T40.4,Suppressed,332877,Suppressed
Lincoln County,Minnesota,27081,Heroin,T40.1,Suppressed,70165,Suppressed
Lincoln County,Minnesota,27081,Other opioids,T40.2,Suppressed,70165,Suppressed
Lincoln County,Minnesota,27081,Methadone,T40.3,Suppressed,70165,Suppressed
Lincoln County,Minnesota,27081,Other synthetic narcotics,T40.4,Suppressed,70165,Suppressed
Lyon County,Minnesota,27083,Heroin,T40.1,Suppressed,307810,Suppressed
Lyon County,Minnesota,27083,Other opioids,T40.2,Suppressed,307810,Suppressed
Lyon County,Minnesota,27083,Methadone,T40.3,Suppressed,307810,Suppressed
Lyon County,Minnesota,27083,Other synthetic narcotics,T40.4,Suppressed,307810,Suppressed
McLeod County,Minnesota,27085,Heroin,T40.1,Suppressed,435883,Suppressed
McLeod County,Minnesota,27085,Other opioids,T40.2,Suppressed,435883,Suppressed
McLeod County,Minnesota,27085,Methadone,T40.3,Suppressed,435883,Suppressed
McLeod County,Minnesota,27085,Other synthetic narcotics,T40.4,Suppressed,435883,Suppressed
Mahnomen County,Minnesota,27087,Heroin,T40.1,Suppressed,65332,Suppressed
Mahnomen County,Minnesota,27087,Other opioids,T40.2,Suppressed,65332,Suppressed
Mahnomen County,Minnesota,27087,Methadone,T40.3,Suppressed,65332,Suppressed
Mahnomen County,Minnesota,27087,Other synthetic narcotics,T40.4,Suppressed,65332,Suppressed
Marshall County,Minnesota,27089,Heroin,T40.1,Suppressed,113796,Suppressed
Marshall County,Minnesota,27089,Other opioids,T40.2,Suppressed,113796,Suppressed
Marshall County,Minnesota,27089,Methadone,T40.3,Suppressed,113796,Suppressed
